question,chunk_id
Progetto GNA: Qual è l'obiettivo principale del Geoportale Nazionale dell’Archeologia (GNA)?,016b785120290d70635d1cd5946ec65c7fe1430fdb56b0e65bc7655ad04014c2
Qual è la modalità di accesso del portale Wiki GNA?,e3b26a23b96ed88c95f10015e4a11ca84f9d8d2a7bc343ef452f3f2b127930e9
"Quali sono le condizioni per scaricare, modificare e riutilizzare i dati pubblicati sul portale Wiki GNA?",e3b26a23b96ed88c95f10015e4a11ca84f9d8d2a7bc343ef452f3f2b127930e9
Dove si trovano le informazioni sintetiche contenute in ogni scheda del portale Wiki GNA?,e3b26a23b96ed88c95f10015e4a11ca84f9d8d2a7bc343ef452f3f2b127930e9
Quali documenti originali cartacei non vengono attualmente digitalizzati dal progetto GNA?,773fe1d7a7ce80466f3d12a305378d2bbfc2afcfefd69852cc2f5e2dde88683d
Il progetto GNA prevede la creazione di allegati digitali ai record MOSI e MOPR?,773fe1d7a7ce80466f3d12a305378d2bbfc2afcfefd69852cc2f5e2dde88683d
In quale URL si trova la descrizione della struttura del progetto GNA?,773fe1d7a7ce80466f3d12a305378d2bbfc2afcfefd69852cc2f5e2dde88683d
Qual è il layer MOPR del progetto Wiki GNA e perché è importante?,1a2e1417f01e290b71b260e70cbd2cf04ab45d692c99f718f462e7eef1374a42
"Il layer MOPR del progetto Wiki GNA accetta l'inserimento di più poligoni, anche non contigui, per un'unica occorrenza. In che tipi di attività di raccolta/riordino di dati può essere utilizzato?",1a2e1417f01e290b71b260e70cbd2cf04ab45d692c99f718f462e7eef1374a42
Quali tipi di documenti possono essere inseriti nel layer MOPR del progetto Wiki GNA?,1a2e1417f01e290b71b260e70cbd2cf04ab45d692c99f718f462e7eef1374a42
Quali sono i tre layer MOSI identici che collezionano i dati sulle emergenze e differiscono solo per tipo di geometria?,dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca
"Quali layer servono a descrivere gli eventi di ricognizione o scavi che hanno portato all'individuazione di strutture, materiali o altre tracce archeologiche?",dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca
Come è possibile mantenere la relazione tra le aree di ricognizione e di scavo e i materiali rinvenuti e inventariati tramite MINP 4.00?,dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca
Che funzione svolge il layer RCG_multipolygon nel progetto Wiki GNA?,ff46a86c7079dfd9c025d44e5d89bb2e38c3d51dc883bb54ed7799d0e93df394
Perché è strutturato il layer D_RCG_multipolygon?,ff46a86c7079dfd9c025d44e5d89bb2e38c3d51dc883bb54ed7799d0e93df394
Quali sono le aree per le quali viene prodotta una carta nel layer D_RCG_multipolygon?,ff46a86c7079dfd9c025d44e5d89bb2e38c3d51dc883bb54ed7799d0e93df394
Qual è il ruolo del layer DSC_multipolygon nel progetto Wiki GNA?,57e24ec1bec7bf55fc1c8b38a5f71f3b74a213470be0f25e0f62c13e3c365257
Perché il layer DSC_multipolygon accetta l’inserimento di più poligoni non contigui per un’unica occorrenza?,57e24ec1bec7bf55fc1c8b38a5f71f3b74a213470be0f25e0f62c13e3c365257
Qual è l’Authority File di scavo (DSC) rappresentato sulla mappa nel progetto Wiki GNA?,57e24ec1bec7bf55fc1c8b38a5f71f3b74a213470be0f25e0f62c13e3c365257
Qual è il significato del progetto Wiki GNA?,4e2474ac3cb4c2409bd5686405d6470b4e6c52ec671ab7d3286d32ba99a50dc8
In quali aree verranno implementati i dati del layer VRD_multipolygon?,4e2474ac3cb4c2409bd5686405d6470b4e6c52ec671ab7d3286d32ba99a50dc8
"Quali sono le caratteristiche delle diverse lavorazioni previste nel progetto, in relazione al rischio archeologico?",4e2474ac3cb4c2409bd5686405d6470b4e6c52ec671ab7d3286d32ba99a50dc8
Qual è il significato del layer VRP_multipolygon su Wiki GNA del progetto?,e00497ceaab85cf4a8e3b81aed9a6a20d6b220f166b4dae591a2d77525441d42
Come l'area interessata dalle lavorazioni viene suddivisa e tematizzata sul layer VRP_multipolygon?,e00497ceaab85cf4a8e3b81aed9a6a20d6b220f166b4dae591a2d77525441d42
Qual è il ruolo del layer VRP_multipolygon nella realizzazione della Carta di potenziale?,e00497ceaab85cf4a8e3b81aed9a6a20d6b220f166b4dae591a2d77525441d42
Qual è il gruppo destinato alla rappresentazione ipotetica delle ricostruzioni archeologiche?,8dabae43ca1f849e2d365bca2596415935b5c51455e3fe452c1e9f33149a65ee
Perché va consigliato di chiudere il progetto a fine giornata?,8dabae43ca1f849e2d365bca2596415935b5c51455e3fe452c1e9f33149a65ee
Quali sono i layer WMS precaricati nel progetto?,8dabae43ca1f849e2d365bca2596415935b5c51455e3fe452c1e9f33149a65ee
"Quali sono gli elementi interroghabili presenti nel progetto GNA, che raccoglie i dati del Geoportale Nazionale dell'Archeologia?",2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe
Quali sono i siti rappresentati come punti nel progetto GNA?,2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe
In quali casi possono essere presenti delle ricostruzioni di parti mancanti nei layer lineari e poligonali del progetto GNA?,2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe
"Dove possono essere trovati tutti i dati dei beni culturali immobili e mobili immobilizzati presenti sul Catalogo Generale dei Beni Culturali, senza distinzione di epoca, nel progetto GNA?",2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe
Qual è il progetto che è stato coordinato dall'allora Ministero per i Beni e le Attività Culturali?,db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757
Quali principi metodologici ha seguito il Progetto Censimento?,db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757
In quale sito web può essere trovato il repertorio del Progetto Censimento?,db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757
Qual è il progetto descritto nella Wiki GNA del Ministero della Cultura?,2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e
In quali normative il progetto è emanato?,2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e
Quali sono le informazioni relative alle aree vincolate che il progetto contiene?,2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e
"Il SITAP è un sistema di archiviazione e rappresentazione informativo sulla situazione vincolistica, ma può essere attribuito a esso valore certificativo?",5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca
Le delimitazioni di vincolo nel SITAP hanno una variabilità di grado di accuratezza rispetto alle norme ufficiali?,5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca
Le aree tutelate per legge hanno problematiche nella corretta perimetrazione nel SITAP?,5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca
Quali sono le carte basilari precaricate nel progetto Wiki GNA?,67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f
Dove si trovano le normative ICCD nel progetto Wiki GNA?,67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f
In quale sottocartella sono già presenti alcune immagini predefinite da utilizzare quando non sarà possibile allegare una foto nel progetto Wiki GNA?,67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f
Quale è il codice da inserire nel campo CPR del MOPR quando non è disponibile un CUP?,4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40
Come si invia una richiesta per ottenere un codice univoco per i MOPR?,4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40
È possibile richiedere il codice come professionisti o come ditte?,4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40
Quali modifiche alla struttura del template del progetto sono proibite per gli utenti singoli?,715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673
"Quali azioni dovrebbe intraprendere un utente se riscontrano problematiche come malfunzionamenti, valori non coerenti, errati o imprecisi e mancanza di un lemma all'interno di un vocabolario chiuso?",715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673
"Perché è importante segnalare problematiche come malfunzionamenti, valori non coerenti, errati o imprecisi e mancanza di un lemma all'interno di un vocabolario chiuso al funzionario SABAP di riferimento e ai referenti DGABAP/ICA/ICCD?",715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673
Il progetto consente di aggiungere layer raster e vettoriali?,b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145
È possibile collegare il progetto a WMS/WFS?,b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145
Può il template del progetto essere modificato per cambiare le simbologie e i layout di stampa?,b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145
Quali sono gli spazi riscaldati che possono essere associati a un complesso termale e sono considerati luoghi pubblici se la loro appartenenza a un edificio pubblico è chiarita?,7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da
Quali spazi riscaldati possono essere associati a una struttura privata?,7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da
"In caso di dubbi sulla classificazione di complessi termali pubblici o ambienti termali privati, quali indicazioni più generali sono necessarie per descrivere i beni?",7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da
"Come devono essere rappresentati i progetti, gli scavi e i ritrovamenti?",1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019
In quali casi i dati devono essere rappresentati come poligoni?,1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019
In quali modo può essere esplicitata l'imprecisione nel posizionamento dei dati pregressi?,1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019
Qual è il livello di dettaglio richiesto per la rappresentazione grafica delle strutture nel progetto Wiki GNA?,8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e
Quali sono le dimensioni e la consistenza dei resti da rappresentare con precisione nella vettorializzazione del progetto Wiki GNA?,8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e
Qual è la scala minima di consultazione richiesta per il progetto Wiki GNA?,8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e
"Quali oggetti particolari, come tesori, cippi e statue, devono essere trattati come punti nel progetto?",f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
Quali tipi di reperti non sono precisi nella dimensione o forma e devono essere trattati come punti?,f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
In quale modo è pensato il layer multilineare nel progetto?,f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
"Quali tipi di strutture, come ad esempio un acquedotto o un tratto di basolato stradale, non va rappresentato con il layer multilineare ma devono essere trattati come poligoni?",f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
Qual è il ruolo del template nel progetto Wiki GNA?,c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd
Perché è importante distinguere tra indagini che non hanno dato esito e quelle che hanno raggiunto il livello del suolo naturale?,c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd
In quale layer vengono rappresentate le indagini di scavo e quali informazioni vengono registrate in esso?,c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd
Quali sono le caratteristiche di un solo layer DSC multi-poligonale nel progetto di Wiki GNA?,9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd
Quali sono le condizioni per compilare un layer MOSI negativo nel progetto di Wiki GNA?,9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd
In quale modo si deve condurre la valutazione per la redazione di un layer MOSI negativo nel progetto di Wiki GNA?,9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd
Qual è la maniera corretta di inserire più occorrenze in un campo indicato come ripetitivo sui manuali?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Come si deve indicare la sintassi delle date complete?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Come ci si riferisce ai nomi degli utenti nella redazione delle schede?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Qual é il formato corretto per riportare il codice di catalogo di un bene già presente su SIGECweb?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Dove si può trovare informazione su alcune funzioni specifiche utili alla compilazione del progetto?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Quali dati alfanumerici per la localizzazione sulla mappa provengono dai censimenti generali del 2011 e dalle variazioni territoriali intercensuarie rilasciate dall’ISTAT?,41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8
In quali casi il sistema inserisce solo un comune per geometrie poligonali che si trovano a cavallo tra più comuni?,41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8
Quali campi della localizzazione si aggiornano in caso di spostamento della geometria?,41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8
Qual è il ruolo della georeferenziazione nel progetto Wiki GNA?,24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07
"In caso di discrepanza tra la parte geografica e quella testuale nel progetto Wiki GNA, su quale fonte si deve fare fede?",24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07
Quali accadimenti si verificheranno in caso di errata compilazione automatica del campo LCC nel progetto Wiki GNA?,24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07
Quale è il significato dell'obbligo di compilare la base cartografica di riferimento (GPBB) nel progetto Wiki GNA?,99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f
Come si possono fornire informazioni aggiuntive su una migliore descrizione della georeferenziazione nel progetto Wiki GNA?,99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f
In quali casi è possibile modificare il campo GEL (Tipo di localizzazione) nel progetto Wiki GNA?,99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f
"Quali istituzioni hanno acquisito le mappe delle fasce entro le 12 miglia e 24 miglia dalla costa, come menzionato nel progetto Wiki GNA?",e074337b1e44bbd09d45c0a6c06ea6617dc3a7f5f901a6b220ecf614b6e8345e
"Il Flanders Marine Institute ha fornito le mappe delle fasce entro le 12 miglia dalla costa nel 2023, come specificato nel progetto Wiki GNA?",e074337b1e44bbd09d45c0a6c06ea6617dc3a7f5f901a6b220ecf614b6e8345e
"Quali versioni del Maritime Boundaries Geodatabase: Territorial Seas per le distanze di 12 miglia e 24 miglia dalla costa sono stati acquisiti dal Flanders Marine Institute, come indicato nel progetto Wiki GNA del 2019?",e074337b1e44bbd09d45c0a6c06ea6617dc3a7f5f901a6b220ecf614b6e8345e
Qual è il valore del campo LCC (Comune) nelle zone 12 e 24 miglia?,38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892
"Perché nelle zone 12 e 24 miglia il campo LCC (Comune) viene valorizzato sempre con il termine ""nd""?",38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892
Come è possibile assegnare in modo fittizio una competenza amministrativa in mare?,38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892
Qual è il processo automatico del sistema per l'inserimento di una geometria?,f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56
"Perché il sistema consente la modifica dei campi Regione, Provincia, Comune durante l'inserimento di geometrie?",f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56
In quali circostanze è possibile aggiungere tutte le altre unità amministrative durante la stampa?,f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56
Perché è stato scelto WGS84 per il sistema di riferimento nel progetto?,fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a
Perché è stato scelto l'SR WGS84 geografico Lat Lon (EPSG:4326) per i dati?,fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a
Perché è stato scelto WGS84 Pseudo Mercator per l'SR del progetto?,fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a
Qual software GIS è disponibile per risolvere i problemi della misurazione e distanza in questo progetto?,4c9a4b8cc6ee1ebe6ff14fc23ff2790530d3a6dd49cac609464e60b8851b8948
Come dovrebbe essere impostata la proprietà del progetto per assicurarsi che le misurazioni siano corrette?,4c9a4b8cc6ee1ebe6ff14fc23ff2790530d3a6dd49cac609464e60b8851b8948
Qual è il parametro dell'ellissoide predefinito per i calcoli di distanza e area in questo progetto?,4c9a4b8cc6ee1ebe6ff14fc23ff2790530d3a6dd49cac609464e60b8851b8948
Quale sistema di riferimento dei dati e del progetto è stato scelto per il progetto specificato?,3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed
Perché è necessario applicare algoritmi locali dedicati al caricamento di layer geografici in un qualsiasi sistema di riferimento diverso da WGS84?,3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed
Quali algoritmi di trasformazione sono necessari per ridurre gli errori a livello di centimetri quando si tratta di layer geografici espressi in un qualsiasi sistema di riferimento diverso da WGS84?,3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed
Dove vengono prodotti in Italia i grigliati NTv2 ufficiali?,b33c7d17f805b4a50f93847d356d351c88e9875130e70b929afd88e7f4968231
Quali Regioni in Italia producono grigliati NTv2 locali gratuiti?,b33c7d17f805b4a50f93847d356d351c88e9875130e70b929afd88e7f4968231
Come posso convertire il formato ESRI Shapefile in Italia?,b33c7d17f805b4a50f93847d356d351c88e9875130e70b929afd88e7f4968231
Qual è la pagina principale di Wiki GNA?,cabf9e1287dc248f2b01acc26e70233f25758885e145c2b6981e02b81057042d
Chi è il direttore dell'Istituto Centrale per l'Archeologia?,cabf9e1287dc248f2b01acc26e70233f25758885e145c2b6981e02b81057042d
Che licenza utilizza il sito di Wiki GNA?,cabf9e1287dc248f2b01acc26e70233f25758885e145c2b6981e02b81057042d
Che cos'è il MOPR e quali attività di raccolta dati può essere applicato?,7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6
Quali documenti può il MOPR completamente (MOPR) guidare nella compilazione e produrre?,7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6
Qual è la funzione della versione MOPR GENERICO del Modulo di Progetto?,7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6
Qual è il primo passo per compilare il MOPR?,251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea
La geometria del perimetro del MOPR deve comprendere quanta area?,251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea
"Perché deve essere ragionevolmente circoscritta l'area di studio del MOPR, secondo il testo?",251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea
Quali pulsanti dovrebbe cliccare per aprire il modulo per la compilazione del MOPR su Wiki GNA?,dade5bb38edb32e5d787b6f4901b669ab969dbc6f05df98acbf81ead13674e3e
Quali campi obbligatori sono evidenziati da un colore di fondo arancio nel modulo di compilazione del MOPR su Wiki GNA?,dade5bb38edb32e5d787b6f4901b669ab969dbc6f05df98acbf81ead13674e3e
Quali dati si possono descrivere nell'opera in progetto e nell'area presa in esame per lo studio nel modulo di compilazione del MOPR su Wiki GNA?,dade5bb38edb32e5d787b6f4901b669ab969dbc6f05df98acbf81ead13674e3e
Qual è la sigla dell'Ente MiC secondo la denominazione ufficiale da inserire nel campo EMC?,b3ce1b9b3bde06049c0ff444865c37a73ce527b37903fe194cd1f0ff8f4424e3
Qual è l'Ente responsabile del progetto da inserire nel campo ERP?,b3ce1b9b3bde06049c0ff444865c37a73ce527b37903fe194cd1f0ff8f4424e3
"Qual è il Codice progetto da inserire nel campo CPR? Il CUP deve essere utilizzato se disponibile, altrimenti deve essere costruito seguendo la struttura indicata nella descrizione.",b3ce1b9b3bde06049c0ff444865c37a73ce527b37903fe194cd1f0ff8f4424e3
"In caso di moltiplici interventi identificati con un unico CUP, come si dovrebbe procedere per compilare il MOPR?",af108d7aef42694f8599eb2f97123909a5ba0f397c5cdbf1cb6aa21edfcb9e32
Qual è l'ambito di applicazione che si riferisce al progetto da compilare nel MOPR?,af108d7aef42694f8599eb2f97123909a5ba0f397c5cdbf1cb6aa21edfcb9e32
Qual è la modalità di individuazione da seguire per il MOPR?,af108d7aef42694f8599eb2f97123909a5ba0f397c5cdbf1cb6aa21edfcb9e32
Qual è il processo per la compilazione del MOPR secondo la Wiki GNA?,fa0e44ad6562483c4d685d81e8e1265a348669aeb2efe01dcb2d385d5b1d7322
"In quale maniera si autocomplete la geometria per la regione, provincia e comune nel MOPR secondo la Wiki GNA?",fa0e44ad6562483c4d685d81e8e1265a348669aeb2efe01dcb2d385d5b1d7322
Come funziona il menu a tendina per definire il tipo di localizzazione nel MOPR secondo la Wiki GNA?,fa0e44ad6562483c4d685d81e8e1265a348669aeb2efe01dcb2d385d5b1d7322
Quale è la tecnica di georeferenziazione utilizzata nel MOPR?,810bcaea52931693bbeb50ce588a552ab9a785f92c2cdc1c2c5e22d96a8f0904
Come è gestito il grado di precisione del posizionamento nel MOPR?,810bcaea52931693bbeb50ce588a552ab9a785f92c2cdc1c2c5e22d96a8f0904
Quale base cartografica di riferimento viene utilizzata nel MOPR?,810bcaea52931693bbeb50ce588a552ab9a785f92c2cdc1c2c5e22d96a8f0904
Dove possono essere inserite le note relative alla georeferenziazione nel MOPR?,810bcaea52931693bbeb50ce588a552ab9a785f92c2cdc1c2c5e22d96a8f0904
Qual è l'opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual è la categoria dell'opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual è il tipo di opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual è la fase di progetto in cui si trova l'opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Quando è stata redatta la relazione archeologica?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual vocabolo è utilizzato per la categoria dell'opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual vocabolo è utilizzato per il tipo di opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual vocabolo è utilizzato per la fase di progetto in cui si trova l'opera in progetto?,1fec078842d5164abb32647be7dbcbea74a0ef93cace5c8c4115789ab41d8dce
Qual è il periodo durante il quale è stata effettuata la campagna delle ricognizioni necessarie al documento?,f85a70116db8c0f571c3a6c0bbc548e208af15a81714ff7859bc21bf6b28df3f
È obbligatorio inserire la descrizione nella compilazione del MOPR?,f85a70116db8c0f571c3a6c0bbc548e208af15a81714ff7859bc21bf6b28df3f
"Quali tipi di file possono essere caricati nel Template per il MOPR? (esempio: SHP, geoJSON, GPKG, DWG)",f85a70116db8c0f571c3a6c0bbc548e208af15a81714ff7859bc21bf6b28df3f
Quanto è il limite di caratteri nel campo DES del MOPR secondo la Wiki GNA?,14144966e4d4030ecc73347b9cc80a934103e241a99c1463edb29a3173b7a9df
"È possibile fare riferimento a figure (tavole, immagini ecc.) durante la compilazione del MOPR? In caso affermativo, come si fa?",14144966e4d4030ecc73347b9cc80a934103e241a99c1463edb29a3173b7a9df
Come si dovrebbe gestire la compilazione del MOPR GENERICO quando si supera il limite di 5000 caratteri?,14144966e4d4030ecc73347b9cc80a934103e241a99c1463edb29a3173b7a9df
Qual è l'anno di redazione del modulo MOPR?,455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc
Qual è l'ente di riferimento per il MOPR?,455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc
Chi sono i funzionari responsabili del MOPR?,455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc
"Sono presenti altri enti coinvolti nel progetto del MOPR? (Se si, indicarli)",455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc
Compilatore del modulo: Cognome e nome di chi ha redatto il modulo?,1e1a207b991d56607fee34b5cbf594d25832e2d4d7363c8232755066c30df853
Responsabile dei contenuti: Cognome e nome del professionista che firma il documento di valutazione o del responsabile scientifico di un'indagine?,1e1a207b991d56607fee34b5cbf594d25832e2d4d7363c8232755066c30df853
Dove si trova la guida per compilare il MOPR? URL del sito web dove sono descritti i passaggi per compilare il modulo?,1e1a207b991d56607fee34b5cbf594d25832e2d4d7363c8232755066c30df853
Qual è il valore di default del Profilo di accesso ai dati del MOPR?,33ea099fe20bc3d30695d98b24d95f1ae5e4227fb23027641ae64a1fdb1df60c
Chi è l'Ente/Soggetto responsabile nel caso in cui lo stesso intervento abbia già un MOPR codificato?,33ea099fe20bc3d30695d98b24d95f1ae5e4227fb23027641ae64a1fdb1df60c
