question,chunk_id
Qual è il formato in cui le tabelle vengono richiamate nel Template?,715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673
Quali sono i problemi risolti dal collegamento a un gruppo Tabelle che contengono i vocabolari e vengono richiamate dal server WEB del GNA?,715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673
Qual è la frequenza consigliata per chiudere il progetto per avere le tabelle sempre aggiornate?,715d5796006cf2b54b54a49067a574bb2eb11b60f772dc864285d8eb4d0c4673
Qual è il pulsante del mouse utilizzato per togliere il flag di conteggio degli elementi?,d126c4c31fb596f6fc7cf56b66e5d529380b8bd6b5250ac248d0c83ee859f43a
Qual è il lucchetto che indica il blocco che impedisce la rimozione volontaria o involontaria del layer?,d126c4c31fb596f6fc7cf56b66e5d529380b8bd6b5250ac248d0c83ee859f43a
Come vengono raggruppati i layer omogenei per semplificare la gestione del TOC?,d126c4c31fb596f6fc7cf56b66e5d529380b8bd6b5250ac248d0c83ee859f43a
Quanti gruppi di layer WMS sono precaricati nel progetto?,b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145
Qual è il numero totale di layer WMS precaricati nel progetto?,b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145
I layer WMS sono divisi in quanti gruppi?,b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145
Quali sono i diversi tipi di dati archeologici presenti sul Geoportale Nazionale dell'Archeologia?,7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da
Quali sono i servizi di cartografia WMS/WFS disponibili sul Geoportale Nazionale dell'Archeologia?,7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da
Quali sono le informazioni contenute nel Catalogo ICCD?,7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da
Quali sono le mappe di base precaricate disponibili?,1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019
Quali sono i nomi delle due sottocartelle presenti nella cartella?,1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019
"Qual è il nome del file presente nella cartella, oltre ai due file di progetto?",1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019
Qual è la cartella contenente immagini predefinite da utilizzare quando non è possibile allegare una foto?,8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e
Qual è il nome del documento che raccoglie i PDF descrittivi della struttura e delle norme di compilazione dei MOPR e dei MOSI?,8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e
Dove posso trovare le immagini predefinite da utilizzare al posto di una foto allegata?,8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e
Qual è l'indirizzo email a cui inviare una richiesta per il codice univoco per il MOPR?,f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
Chi rilascia il codice da inserire nel campo CPR del MOPR quando non sia disponibile un CUP?,f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
Quali sono le due opzioni per richiedere il codice univoco per il MOPR?,f6ffe421a10e78b6eb9a6092671043c3d523cfe6b2fc95be2090f9ebd849f8b5
Qual è l'indirizzo email a cui inviare la richiesta di codice univoco per MOPR?,c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd
"Come si può richiedere il codice, come professionisti o come ditte?",c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd
Quale campo del MOPR richiede il codice rilasciato da ICA?,c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd
Quali sono le due opzioni per richiedere il codice?,9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd
Quale deve essere la numerazione progressiva del codice professionista/ente?,9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd
Chi deve essere informato in caso di problemi con il template?,9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd
Quali sono le problematiche che devono essere segnalate ai funzionari di riferimento?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
A chi deve essere segnalato un malfunzionamento o la presenza di valori non coerenti all'interno di un vocabolario chiuso?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Quali sono le conseguenze del non segnalare le problematiche ai funzionari di riferimento e ai referenti DGABAP/ICA/ICCD?,da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536
Chi deve segnalare eventuali problematiche relative alla struttura del template?,41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8
A chi deve essere segnalato un malfunzionamento del template?,41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8
Qual è l'obiettivo finale della segnalazione di problematiche relative al template?,41a3fba92340efdd25642fa2dc99456aef2c3a05cb031049951aa2fc498122e8
Qual è l'obiettivo principale del testo?,24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07
Quali sono le libertà consentite nell'ottimizzazione del sistema?,24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07
Chi è l'autore del testo?,24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07
Quali informazioni dettagliate sulle singole parti di un complesso non sono state previste nei campi strutturati/vocabolari?,99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f
In che modo le informazioni relative all'individuazione degli ambienti termali vengono inserite nel censimento in corso?,99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f
Quali sono le categorie in cui verranno schedate le porzioni di ambienti riscaldati ascrivibili a un complesso termale a seconda della loro appartenenza a un edificio pubblico o privato?,99cc1e08e44716cf9fc63f617c6670934f4289aab41587ccbd5d8d190eeb106f
Quali sono le porzioni di ambienti riscaldati che saranno schedate come luogo ad uso pubblico/impianto termale?,e074337b1e44bbd09d45c0a6c06ea6617dc3a7f5f901a6b220ecf614b6e8345e
"In caso di appartenenza ad una struttura privata, come saranno schedate le porzioni di ambienti termali?",e074337b1e44bbd09d45c0a6c06ea6617dc3a7f5f901a6b220ecf614b6e8345e
Quali informazioni saranno inserite nella descrizione nel caso in cui l'attribuzione a complesso termale pubblico o ambienti termali privati sia dubbia o non disponibile?,e074337b1e44bbd09d45c0a6c06ea6617dc3a7f5f901a6b220ecf614b6e8345e
Quali sono le porzioni di ambienti riscaldati che saranno schedate come luogo ad uso pubblico/impianto termale?,38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892
In che modo saranno schedate le porzioni di ambienti riscaldati che appartengono ad una struttura privata?,38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892
Quali informazioni saranno inserite nella descrizione per gli ambienti termali privati?,38497ee042451b7d6f5b1a4c7911997846f5839e5e6ace3e9a7240e3aab5c892
Qual è il termine utilizzato per descrivere un ritrovamento di frammenti fittili e porzioni di strutture non identificabili in una ricognizione?,f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56
"In caso di dubbi sull'attribuzione di un complesso termale pubblico o di ambienti termali privati, quali sono le indicazioni generiche da utilizzare in descrizione?",f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56
"Qual è il livello di archiviazione utilizzato per descrivere un ritrovamento di un'area di frammenti fittili e porzioni di strutture non identificabili in una ricognizione, se non vi sono indizi sulla funzione dell'insediamento?",f074278639410250d4d60638b602ad8c9e925c8d6902d5eaed58a5cd7a030c56
"Qual è il modo migliore per rappresentare i progetti, gli scavi e i ritrovamenti nel testo?",fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a
Come si può gestire l'imprecisione nel posizionamento di dati pregressi?,fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a
Qual è il grado di dettaglio raccomandato per la rappresentazione grafica delle strutture?,fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a
Qual è la scala minima consigliata per la rappresentazione grafica delle strutture?,4c9a4b8cc6ee1ebe6ff14fc23ff2790530d3a6dd49cac609464e60b8851b8948
Cosa non deve essere incluso nella vettorializzazione delle strutture?,4c9a4b8cc6ee1ebe6ff14fc23ff2790530d3a6dd49cac609464e60b8851b8948
Perché è importante considerare la possibilità che le strutture proseguano oltre l’area indagata?,4c9a4b8cc6ee1ebe6ff14fc23ff2790530d3a6dd49cac609464e60b8851b8948
Qual è la scala di consultazione minima raccomandata per la rappresentazione grafica delle strutture?,3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed
Cosa è importante riprodurre nella rappresentazione grafica delle strutture?,3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed
Quali caratteristiche non devono essere incluse nella vettorializzazione delle strutture?,3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed
Qual è la scala di consultazione minima necessaria per ragionare in questo contesto?,b33c7d17f805b4a50f93847d356d351c88e9875130e70b929afd88e7f4968231
Quali tipi di rinvenimenti devono essere trattati come punti?,b33c7d17f805b4a50f93847d356d351c88e9875130e70b929afd88e7f4968231
In che situazioni è ammessa la rappresentazione puntuale dei rinvenimenti?,b33c7d17f805b4a50f93847d356d351c88e9875130e70b929afd88e7f4968231
Quali tipi di rinvenimenti devono essere trattati come punti nella redazione del documento di valutazione?,29b181f6e4cb575fad5595e8343eb39e9e6858189ada2faf577eba0c8fe86e1d
In che situazioni è ammessa la rappresentazione puntuale delle emergenze archeologiche?,29b181f6e4cb575fad5595e8343eb39e9e6858189ada2faf577eba0c8fe86e1d
Quali dati possono essere accolti nel layer multilineare?,29b181f6e4cb575fad5595e8343eb39e9e6858189ada2faf577eba0c8fe86e1d
Quali tipi di dati possono essere rappresentati nel layer multilineare?,3154bb4284d7b5caf0dfa46c05b6574523e4a72205e656f41f6f658cf9aaf224
Perché non è appropriato utilizzare il layer multilineare per rappresentare un acquedotto o un tratto di basolato stradale?,3154bb4284d7b5caf0dfa46c05b6574523e4a72205e656f41f6f658cf9aaf224
Quali sono le finalità specifiche del template menzionato nel testo?,3154bb4284d7b5caf0dfa46c05b6574523e4a72205e656f41f6f658cf9aaf224
Qual è il layer utilizzato per rappresentare tutte le indagini di scavo?,870c562381362b58091716fd972ad22aaf44a0842656476b3b816eabc824b42c
Quali informazioni sono necessarie per indicare nel layer DSC?,870c562381362b58091716fd972ad22aaf44a0842656476b3b816eabc824b42c
"In che modo vengono rappresentati i saggi di scavo effettuati nella stessa occasione e alla stessa profondità, ma con esito negativo?",870c562381362b58091716fd972ad22aaf44a0842656476b3b816eabc824b42c
Quali sono le condizioni necessarie per raggruppare più saggi in un unico layer DSC multi-poligonale?,f5a0502302a1d92b0e7bdb81a125814d98d699ede72c7a2d9a4bfc5ab0b76ddc
In che modo è possibile compilare le aree indagate fino al livello geologico in un layer MOSI negativo?,f5a0502302a1d92b0e7bdb81a125814d98d699ede72c7a2d9a4bfc5ab0b76ddc
"Quali sono i fattori da considerare nella valutazione per la redazione di un layer MOSI negativo, specialmente in aree con strati alluvionali?",f5a0502302a1d92b0e7bdb81a125814d98d699ede72c7a2d9a4bfc5ab0b76ddc
In quali aree è particolarmente importante che la valutazione sia accurata?,e63b6622992f2f6bf856fdeea5f3261d3c0fe93cd1054e8d52ad7925f602df28
Qual è lo scopo specifico del template menzionato nel testo?,e63b6622992f2f6bf856fdeea5f3261d3c0fe93cd1054e8d52ad7925f602df28
"Quali tipi di indagini devono essere registrate nel template, anche se hanno dato esito negativo?",e63b6622992f2f6bf856fdeea5f3261d3c0fe93cd1054e8d52ad7925f602df28
Quale layer viene utilizzato per rappresentare tutte le indagini di scavo?,10fae61a12f6620aa81d1f1cca7c373df19287045336a71f3d527e120a329c77
Qual è il campo apposito per registrare l'esito dello scavo nel layer DSC?,10fae61a12f6620aa81d1f1cca7c373df19287045336a71f3d527e120a329c77
Quale layer viene utilizzato per indicare le aree indagate fino al livello geologico in caso di scavi che hanno raggiunto il livello sterile?,10fae61a12f6620aa81d1f1cca7c373df19287045336a71f3d527e120a329c77
Quali sono le regole sintattiche che devono essere osservate nella redazione delle schede?,a977a7c68fb6e414bd309b968b1a70e611bc189112067ee6e01ca3e21ea59693
In quali aree è particolarmente importante condurre una valutazione accurata per la redazione di un layer MOSI negativo?,a977a7c68fb6e414bd309b968b1a70e611bc189112067ee6e01ca3e21ea59693
Quali sono i fattori che devono essere presi in considerazione per la valutazione dello strato non antropico nella redazione di un layer MOSI negativo?,a977a7c68fb6e414bd309b968b1a70e611bc189112067ee6e01ca3e21ea59693
Qual è la sintassi corretta per inserire più occorrenze in un campo indicato come ripetitivo sui manuali?,4469b39376fbe3416838c75378e7b2e3230ca54219c7c3257776db1357fb9a65
Come vanno scritti i nomi nei moduli?,4469b39376fbe3416838c75378e7b2e3230ca54219c7c3257776db1357fb9a65
Qual è la sintassi corretta per inserire la data completa in un campo di data?,4469b39376fbe3416838c75378e7b2e3230ca54219c7c3257776db1357fb9a65
Qual è la versione attuale di QGIS utilizzata nel progetto?,a0daa93414e756b339f0657407af020ff69a5fb91293df8740e6c82604ba4cac
Quando è prevista la prossima versione LTR di QGIS?,a0daa93414e756b339f0657407af020ff69a5fb91293df8740e6c82604ba4cac
Da dove derivano i dati alfanumerici legati al posizionamento sulla mappa utilizzati nel progetto?,a0daa93414e756b339f0657407af020ff69a5fb91293df8740e6c82604ba4cac
Quali sono i dati utilizzati per il posizionamento sulla mappa?,eedfc5584b2f0888a8bcb32faf90083cbf937a5fa95f2fcefc368ad37d66f37d
Chi ha rilasciato i dati per il posizionamento sulla mappa?,eedfc5584b2f0888a8bcb32faf90083cbf937a5fa95f2fcefc368ad37d66f37d
Qual è la data di aggiornamento della versione precaricata sul Template?,eedfc5584b2f0888a8bcb32faf90083cbf937a5fa95f2fcefc368ad37d66f37d
Quali informazioni vengono automaticamente compilate al momento dell'inserimento di una geometria?,770f7b9e294d11d912d0f5648de2be3fd29f09a84f60a84e87d65bd24bbfe419
In che modo è possibile ricomporre le stringhe con i nomi dei comuni anche in caso di geometrie poligonali che si trovano a cavallo tra più comuni?,770f7b9e294d11d912d0f5648de2be3fd29f09a84f60a84e87d65bd24bbfe419
Quali sono le situazioni particolari in cui è possibile modificare i campi della localizzazione?,770f7b9e294d11d912d0f5648de2be3fd29f09a84f60a84e87d65bd24bbfe419
Qual è la regola in caso di discrepanza tra la parte geografica e quella testuale?,f46491a2ea6c164e163d4f2d63f59eb648635d8195539746bf6bd53d7115c2f3
"In caso di errata compilazione automatica del campo LCC, come viene gestita l'informazione?",f46491a2ea6c164e163d4f2d63f59eb648635d8195539746bf6bd53d7115c2f3
Qual è il criterio utilizzato per determinare la posizione di un'entità rappresentata?,f46491a2ea6c164e163d4f2d63f59eb648635d8195539746bf6bd53d7115c2f3
Qual è il campo in cui è possibile inserire informazioni aggiuntive sulla georeferenziazione?,e4c9dd466eb640ea6e71b108ef40aa50d503fe0e55704db197931ea4af8075be
"In caso di errata compilazione automatica del campo LCC, come vengono gestiti i dati in sede di pubblicazione?",e4c9dd466eb640ea6e71b108ef40aa50d503fe0e55704db197931ea4af8075be
Quale campo indica il tipo di localizzazione e può essere modificato nel caso di un poligono che comprende più comuni o delimita una porzione di acque?,e4c9dd466eb640ea6e71b108ef40aa50d503fe0e55704db197931ea4af8075be
Qual è il campo in cui è possibile inserire informazioni aggiuntive sulla cartografia utilizzata per la georeferenziazione?,ad8c66a3b0db0c96189b6966eebf3a2f2f31314966604bb213643d51a96dda11
Quale campo è precompilato ma modificabile se si tratta di georiferire un poligono che comprende più comuni o delimita una porzione di acque?,ad8c66a3b0db0c96189b6966eebf3a2f2f31314966604bb213643d51a96dda11
Chi ha acquisito le perimetrazioni della fascia entro le 12 miglia dalla costa e di quella entro le 24 miglia?,ad8c66a3b0db0c96189b6966eebf3a2f2f31314966604bb213643d51a96dda11
Chi ha acquisito le perimetrazioni della fascia entro le 12 miglia e quella entro le 24 miglia dalla costa?,1231a4a87b1f499c47a2404bbb82e4d1c9f9dd59b39f2606092772383fc254a7
