question,precision@k,recall@k,mrr,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Quali sono i nomi degli autori degli interventi menzionati nell'indice?,0.2,1.0,1.0,0.21704936027526855,2,"['e00497ceaab85cf4a8e3b81aed9a6a20d6b220f166b4dae591a2d77525441d42', '81c5c670364848611b519122a28d666a3d5f681158ced2dfe49d61ef49eecf30', 'f4fa2ec808ec371efcf719c3b5b981814225f820e05ce317a98d7212de8ae479', 'dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca', 'ab9b78f1f546ba1eae4243cfe81bd6cbf3e244cd9741aa1f163068e7b2af9333']",['ab9b78f1f546ba1eae4243cfe81bd6cbf3e244cd9741aa1f163068e7b2af9333']
Qual è l'applicazione specifica del Template per la redazione di una carta archeologica?,0.2,1.0,1.0,0.21704936027526855,2,"['9ccae71017d6e6872b28a9d09e13e6b70fcabc3574a9c18053d8ac9d9df09a43', '0a34345bca4049e801beddbca3a119f27dc3969c9b81ef2b30c12050e30a5116', 'd96a4220ccc5fed038d9da776e884702df0ce6d871837ac296326264e41bd647', 'a8bcf5f2d599445f513fe0b94cca4babb6faf1e8000ccbb8ca75e4bb997566df', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5']",['d96a4220ccc5fed038d9da776e884702df0ce6d871837ac296326264e41bd647']
Quali sono i numeri per il campo ID dei MOSI inseriti nelle schede MOPR?,0.2,1.0,1.0,0.21704936027526855,2,"['e07dcf961da88223cf5baa2b3922be6e28780288c99384601fbf429f3a30c00a', '082cc57bdffe2890c781851afe8ca45fe82226e70f72746a64982a69ebc4c554', '7d1a241f390946db87c233acd54edb6e206699dd00211b6dd78812a8c958cbea', '56da89cb32f3d2e35ac563d6b2f37ccdd16d69e48071880b7ef2ad60569f0767', 'd51bf8a647a4cf56345829691163022cca0b89ccb16450c0a40f634889e5f4e2']",['56da89cb32f3d2e35ac563d6b2f37ccdd16d69e48071880b7ef2ad60569f0767']
Qual è il comando per posizionare un'immagine caricata in QGIS?,0.2,1.0,1.0,0.21704936027526855,2,"['d0b824bf26d314eaed4963ac02418449a0b8c7f434de6ef47db0adef2c27d8bc', '92d2da29ef3738c617a31165ccb23cc591e9bba4ab2a36089baf347337a8b519', '0536659d8b3c5c3af85e6bc16abd8b804bc7a8b8dd934fd0ccee887396e6a43f', 'b3f675b6e0f6c86cb4d40efad016b9ce6941e82bfcf43a04d12472bf701e273c', 'dc1038436dd017506b8e6cd48560097f9495b846a88c8e44775fb1dc46af5cde']",['92d2da29ef3738c617a31165ccb23cc591e9bba4ab2a36089baf347337a8b519']
Quali sono le applicazioni specifiche del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.21704936027526855,2,"['9ccae71017d6e6872b28a9d09e13e6b70fcabc3574a9c18053d8ac9d9df09a43', '0a34345bca4049e801beddbca3a119f27dc3969c9b81ef2b30c12050e30a5116', 'd96a4220ccc5fed038d9da776e884702df0ce6d871837ac296326264e41bd647', 'a8bcf5f2d599445f513fe0b94cca4babb6faf1e8000ccbb8ca75e4bb997566df', 'b8f49fb129265bd0541e66913007df32ae6856b10365f00c454d81cb50cca35f']",['6b24474684005a648abd661f8ef34a89be34a11d1473d6ed983ed013d2fa8ade']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.21704936027526855,2,"['ced67145d8601bf0d5645b31ddd028c1ec1e24f9c13ae24196cad0c1bb579729', '6dfd3d094817beece54354290d2fcbf6af142b01ba7bee109fa79efa6a798a49', 'cf0f3b383ad3042540a04a15880ece5ede8464d1e4af1c51944726afed61f555', '8470000082ecb810c2846605e1881295e14fa35a851c324fb220b91130464368', 'f58ee7c5e3e5bee22e42cff29db14d66692fd1d21d10d8540b6218a548af8718']",['49da6dbae90b7c617b952108e36030b9b7c5adb74894f508931d98f66c9750a3']
Quali sono le applicazioni specifiche per la rappresentazione dei MOSI nel Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.21704936027526855,2,"['db661d94b4929c8f64151e89fa88fbe539f1bb8db891da2660e4f8fc96e6a715', '0283c3d47c8707a6b689db63d53f74c87092c65da9433ff2f9631b521995aa5f', 'b6c84a9706265e3c7d40fb2e7b2dfba7516e343d4b30e1ef2c0e7bfde980f43d', 'f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', '381f3ca81f8045bca580145bb39c8719528210c242349828cb58ddbba6de0f6d']",['8bb8bf32ec0b8925187130984d5012a9259a94a8338702b69883abfe9d27a596']
Come stampare il MOPR?,0.0,0.0,0.0,0.21704936027526855,2,"['f51a6e63e7e5ed8e9665dcfe2157d0c16d07b84321cff1f5d97c5d0eb939924d', 'a173cac35ce5f899f622ed6103a0594b5f61f9f1d36caa602fd58bde4a01eba4', '6a2b83d867111ae4963375d6ba5930e6fb4d6149c7aa2e585f37a3b936a08bb6', '094f869a3cac76d5512f32432269188d479ca0f1a59cbd56d7670a4ade8f2227', '8b6976db5f6d72ac5bd5e33e9def3b0b66192dddcade1009717ad6a3982f4e92']",['8cf3c39ca15da759eef6a652352fc7b1eadaf025b1ac14ae69d3e9a912dcb0cb']
Quali elementi devono essere trattati come punti nel progetto?,0.2,1.0,0.5,0.21704936027526855,2,"['6dc45ab4ccba7c0c78941fd813f4efdbd06048dd7f75d849e231bb893ca63684', '0d80d843589f9065a5b044719f1846f25dbf0449b167227946d6dc316085a0fe', 'a4cc528f0ad2122fe4a8389d656a8fc82389b6d17f50b3753d6050fbdfdacdb4', '1f9284a4672da8b5c71cb1f1756fed801081e97414e4127b9bd03d0959d2e747', 'a942e47ed39a941564ce18db1177540cb437bb881712f3585d4fde1f42ead2d0']",['0d80d843589f9065a5b044719f1846f25dbf0449b167227946d6dc316085a0fe']
Qual è il layer utilizzato per creare la carta del potenziale?,0.2,1.0,0.3333333333333333,0.21704936027526855,2,"['745003f626e78e675f2b6c24d0bf6c13c5a0540aa929cc94e8c1cc012264651c', '0ad60aff664617a9030fca9bfc07f276f0638f1d7b6c9cad2c6aaa78091699f5', '749d97c4199d34b9d11a0a228da9542b232e18778529fdd9d6a2feaa38c7501f', '172c486eded70fcf12a240dd0c5e8791bc38544c226a07aa14bd92bfca59a6e3', '5999b35ec7d5445860f4d5af9913a56bdbb6cbc0afb6b03818af8296b7d32768']",['745003f626e78e675f2b6c24d0bf6c13c5a0540aa929cc94e8c1cc012264651c']
"Qual è l'obiettivo dei ""Casi d'uso"" nel contesto del Geoportale Nazionale Archeologia?",0.0,0.0,0.0,0.21704936027526855,2,"['4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40', '67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f', '2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca']",['ef4f204da755daed2d6258d59ad8d17e4379e394a49615437030c90dcc65ecbc']
"Quali sono i dati che devono essere inseriti nel layer ""Scavo"" per compilare il MOPR?",0.0,0.0,0.0,0.21704936027526855,2,"['bb72ff8684d466775eec21644d2038ee80969257fb76693154883fdb2c866acb', '1dc9ae7d41b3ea566de75ca39d69fdc908e6168d55ce0bfaa9379ffe62d24b36', 'f8aba782c66570c654406f5c44c3d3727466bf51e71ca7341e39edb6035da141', '59d9d52f76253895d0346cf3d76e8f001c7763437f3a279b4765f3d8b906b50d', 'd80ea1c99ddabfa0169de0d22f033b2eb2e0fd9fffc96487bc62f37f35cbddc7']",['1e297b5d4a908ef8a57cf154eb137d53e192902fb2b74adbb66d5fe0eca74583']
Quali sono le opzioni per stampare i MOSI (Catalogo dei siti) nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.21704936027526855,2,"['4d96cd08097d37dc3a29e1bb49f58c67ccc00749f5ef1d7873c70b2b1d7f22a2', 'a37e15c0b1a09d3d48064380b2108fbeb774de1a1449ba41ff090574bbdd8033', '7574f9687f3616125d35532adc62b1e917e9e20333d07fb0dbabf6239927b18a', '020406b06b28cce7eb2b5a54be044b629940ee4e41b0ffefcc926fcd6910e321', '4a669b04f0d2ad03f9fd1490d1f6ed731e6dcd16371d5bc5ebf18bc95d6839e2']",['e937adbd1fcd496fb4a8955b7b5baaec34fbf3167c947a867b59ac1fcc789747']
Come posso stampare i MOSI (Catalogo dei siti) nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.21704936027526855,2,"['4d96cd08097d37dc3a29e1bb49f58c67ccc00749f5ef1d7873c70b2b1d7f22a2', 'a37e15c0b1a09d3d48064380b2108fbeb774de1a1449ba41ff090574bbdd8033', '7574f9687f3616125d35532adc62b1e917e9e20333d07fb0dbabf6239927b18a', '4a669b04f0d2ad03f9fd1490d1f6ed731e6dcd16371d5bc5ebf18bc95d6839e2', 'a44b57ee20c7ba33c26f56d5b14ac29f83ae3c819c750c3fe49d56dbfb5ac9e6']",['1ad0f20f1abc76e1867282f2f20a0c7eaad5f184de04e33a4f88ca4038e1049f']
Quali sono le finalità del progetto Geoportale Nazionale dell’Archeologia?,0.0,0.0,0.0,0.21704936027526855,2,"['4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40', '67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f', '2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca']",['8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e']
Quale tipo di area è meglio delimitata utilizzando un DSC multipolygon?,0.2,1.0,1.0,0.21704936027526855,2,"['1c6de0d5ca33d03a880c99271ec16a6281ebb22bd037549c2051015cdbf7cc10', 'c5819a8e8ae569fcc45a66a3c4885e5898881ed4413ad0aa60c815271667b256', 'b4c22e4e434f34d4b8e30ae7ac5a8319a2b8ebca89b157b994c0267daa87a760', '2aa897337b28bfa3814e466a9cc0cf7bc375593e6930eb161022e6b03f4b19b5', '1c4587db12c30b2ffd38fd624b8728d70a92612dea5c1690eff46d51dbca50ed']",['c5819a8e8ae569fcc45a66a3c4885e5898881ed4413ad0aa60c815271667b256']
Quali sono le regole per raggruppare più saggi con esito negativo in un unico layer DSC multi-poligonale?,0.2,1.0,1.0,0.21704936027526855,2,"['dbe670fd398808e9edd7c379565d51a399c1ff70889a6a4c45e689a495960bf6', '5693310e7c0c3ef3b7bda1c9a96fbed17178538757c4dc531718e885c613642e', 'f84bec1d35ecc88c41b212f3bb2cf964f97b3bfdb92093ab85760ccbf8e0e2c1', '7c38628e7f0e8e3d57878ac237303e66e3b81f7a0fa22bfe06fb3d8f4d3bf979', '7bde7152c274b8fed6bdafd34cf27cafe23ed0c07c5046c5a57b6264e5d8e97d']",['f84bec1d35ecc88c41b212f3bb2cf964f97b3bfdb92093ab85760ccbf8e0e2c1']
Quali tipi di dati possono essere rappresentati nel layer multilineare del progetto?,0.2,1.0,0.5,0.21704936027526855,2,"['66006395f3eb7acffa109b9e1ce9eb96f973ad0175e7c93ce3f897ba252be2b4', 'a7e3a3509adcacb46d44e276e82926d0fbda2f70f399c0b2345a98cb9c677555', '96be80a8f93ae40a310fdc78ae24d3393194727389544894fa8343b01d3c04f9', 'c13559524df8fba2cd533ee2cd68ceca4deb32b818e185801ffcd3f9f47bcb98', '379c3893010e469caa3286e181f31e5c073ada5c3053ff8c894694ae154e44a1']",['66006395f3eb7acffa109b9e1ce9eb96f973ad0175e7c93ce3f897ba252be2b4']
Quali sono le informazioni contenute nel RCG del GNA?,0.2,1.0,1.0,0.21704936027526855,2,"['b783a0bc02ce8b4a46e01071f639a8d02de3deb0668409116f2402fdaa11a152', 'efb44acd1986035ede7f2b2ef7d7a4ac5c073e6558c115ae496f5ce62f7c8fa5', '8e2e5206f543d3b03ba9d44a4a510d9f015a0d72e0b5e8386c5d97f97e37529d', '76e4312b7dfda0d8f20a58c61e57bac27b88a9b5d0c4936c0377bbf446c2ef09', '08332e40cc8148997e61e5aaf7e3a35013df3b9c0748699181d1e9d768313a42']",['b783a0bc02ce8b4a46e01071f639a8d02de3deb0668409116f2402fdaa11a152']
Qual è il metodo di rappresentazione utilizzato per delimitare l'area a rischio archeologico per la presenza di necropoli nel PRG del Comune di Torino?,0.2,1.0,0.5,0.21704936027526855,2,"['47008fc7790ddbe24a655a17a1f6363644ed4fdba450bb02e151521ed97801d8', 'e21ccc0877e6d7a4b5539e56e5dfbd1acd7922a561305706bd073ec94ca89ba5', '8c4ddfd943e4d05bf027607db8a068e48714d307fa911b50086992a952fde805', '18d4227766ba7243b9e08eaa8280431ee5d5d9a1185aa8211f0ed4186aba82a0', 'fa3f906ed0ce323b7a0e90513ce6530f7baee75ba6ce32011cf46d83ed5ee8b1']",['e21ccc0877e6d7a4b5539e56e5dfbd1acd7922a561305706bd073ec94ca89ba5']
Come rendere visibile il cursore opacità in QGIS?,0.2,1.0,0.5,0.21704936027526855,2,"['bbf84ada9fffbb2cc1acaa8657bca1fd30dfe4c886cddc728d9574a7ae3784bc', '7d8672af75c7833f9292e603986cf94701293284a868919bfb2ab5596bd1feac', '19f6782c8fc0bab32e14859cd9b2475f4b6fa5dd6d225c8bdc94e831114f28fc', '5807ec0ac2a69e2916dc7adf991b73158a219426a9c1d13acad15e82af513c3d', '140c61aae58754eee645950350e6b04392f761ac81a2b91d6cea3fce7e4c8e8a']",['bbf84ada9fffbb2cc1acaa8657bca1fd30dfe4c886cddc728d9574a7ae3784bc']
Quali sono i principali gruppi creati all'interno del Template di Fano utili per la georeferenziazione dei MOSI?,0.2,1.0,0.3333333333333333,0.21704936027526855,2,"['e3d5db5600d08eca6083ff264f38faecd93e9d7b66911484bf80d4c9a7bdd6d3', '0283c3d47c8707a6b689db63d53f74c87092c65da9433ff2f9631b521995aa5f', '9305adb6ea7ed6831b805c2817c02d5e7c9ac6d618a94b058135e548f58f9334', 'f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', '381f3ca81f8045bca580145bb39c8719528210c242349828cb58ddbba6de0f6d']",['0283c3d47c8707a6b689db63d53f74c87092c65da9433ff2f9631b521995aa5f']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0931880846619606,2,"['ced67145d8601bf0d5645b31ddd028c1ec1e24f9c13ae24196cad0c1bb579729', '6dfd3d094817beece54354290d2fcbf6af142b01ba7bee109fa79efa6a798a49', 'cf0f3b383ad3042540a04a15880ece5ede8464d1e4af1c51944726afed61f555', '8470000082ecb810c2846605e1881295e14fa35a851c324fb220b91130464368', 'f58ee7c5e3e5bee22e42cff29db14d66692fd1d21d10d8540b6218a548af8718']",['69a5ed0885f69bdfff3c46c9d12f7d4697b9e25b323137bdc889202f816f970c']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0931880846619606,2,"['ced67145d8601bf0d5645b31ddd028c1ec1e24f9c13ae24196cad0c1bb579729', '6dfd3d094817beece54354290d2fcbf6af142b01ba7bee109fa79efa6a798a49', 'cf0f3b383ad3042540a04a15880ece5ede8464d1e4af1c51944726afed61f555', '8470000082ecb810c2846605e1881295e14fa35a851c324fb220b91130464368', 'f58ee7c5e3e5bee22e42cff29db14d66692fd1d21d10d8540b6218a548af8718']",['35415f4fbcb73c414d98d9b717ffe682a4f362b321ce10b3a9988c882ae81b0c']
Quali elementi sono visibili nella pagina di inserimento dati quando si stampa un MOSI (Catalogo dei siti)?,0.2,1.0,0.5,0.0931880846619606,2,"['cd51c7b4fc73cb80dc60704507b73391bfafc8cf5c06034f6a4d4e14ecc9da36', 'd42059228f1e5b8db70e35709d3f6e453b780cd7092d418f7981f4b5bf0c2a41', 'efdc4568156c996faf09853c831cb9a060c15d482cd7467f0bac85a9f7cb6669', '7027348cd0d90ae14b16e97a229d91ee28d696bacbe8458633efa9cbe14219d4', 'f8b41623af7c60ea0a0bfd7d3753c878410e5d6c145bbad5fccc4d98cef2a7f9']",['f8b41623af7c60ea0a0bfd7d3753c878410e5d6c145bbad5fccc4d98cef2a7f9']
Qual è la raccomandazione riguardante l'uso della divisione in paragrafi in QGIS?,0.2,1.0,0.5,0.0931880846619606,2,"['c5e2446d23d86caae16bb20faeff558fdca1fe7007e8c7607704fac71196ae8a', '6d2d41311e41f0aafda53f00b98d9c02a3c292a3b956309972e50dee737dc34c', 'ed83bb433db3ab5de7e4081c02ece83d8dbb64b76c560524d287255470c7b375', 'ee657470bee181ff2118c3119e08ee1c9e30b5cc717d49d19e0c0e3f7c9a7dbd', '29a1da9e093c599c8efd08c27955729c8fef60e5f07a4fa6b0d847eec3071047']",['6d2d41311e41f0aafda53f00b98d9c02a3c292a3b956309972e50dee737dc34c']
Chi può disporre in qualsiasi momento la pubblicazione dei dati minimi delle ricerche archeologiche dirette dal Ministero della Cultura sul Geoportale Nazionale Archeologia (GNA)?,0.2,1.0,0.25,0.0931880846619606,2,"['5a2a18b433e9666a265f538b57882c249d1be20d64f82b3d07236d2f4363748b', 'adbd4541ba025e088f6e3ddf53bd02761c8204cf94d137f5983edac19d2f787f', '82f55fda6771c29cdf13acb743501431a5663e6444eeabadb3d580e5d646db67', '42add81d12b1a70bd01a8b4ebc4f231b41e4c07df84b19cc6ef60860a04b2bf1', '3dedb470c7ca4f9d82ddda8c05dd51e709046b2e1a8523a5f7845f6862ed7c3d']",['3dedb470c7ca4f9d82ddda8c05dd51e709046b2e1a8523a5f7845f6862ed7c3d']
Qual è la funzione del codice personale rilasciato da ICA ai professionisti e alle ditte per la creazione di codici univoci per i MOPR?,0.2,1.0,0.5,0.0931880846619606,2,"['9e6e21aba32bc0c87b24e2d155fe1b1a02c919a0e43de01dbd9995d43b58bced', '48d31fd0608fb8f8f869f24add3ca7c439e2965f9daa1d7dec1951581283531b', 'cef5dcb90d799d69f012f6dd77820b92957c45acfd1bc79459726aa9180ad5f2', '27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a', '7c5c29825ef53c884e52f84d000d62e33f41e0d8df37207505b0a0e6aa46a274']",['7c5c29825ef53c884e52f84d000d62e33f41e0d8df37207505b0a0e6aa46a274']
Qual è la procedura per stampare l'indice del dettaglio delle ricognizioni nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0931880846619606,2,"['563745db54ebab778ab3e177a9b2a23a7431f58671f8f2c1cdbebc9cbdd59610', '19bf868868c4afa3ca33163d6bcfadb0c53ce6e70677de913bb652c71c1be877', '463c4ff766aea368204bfa31641b96afeb4a69fa51e9a10c0b7183a4d83e5df7', '3a8776b82357c438b33645330bb061fc57024add3fbae43ea8bf71cfb48ebf2e', '12378da02aa28455aa060032844e8aaea373297fb7c54fae21330dd32b75de5e']",['ea1ebf88a955d5b6ffcb9188a663fa1159477cfdc7e31a238e8fcaf6f7f941c9']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0931880846619606,2,"['ced67145d8601bf0d5645b31ddd028c1ec1e24f9c13ae24196cad0c1bb579729', '6dfd3d094817beece54354290d2fcbf6af142b01ba7bee109fa79efa6a798a49', 'cf0f3b383ad3042540a04a15880ece5ede8464d1e4af1c51944726afed61f555', '8470000082ecb810c2846605e1881295e14fa35a851c324fb220b91130464368', 'f58ee7c5e3e5bee22e42cff29db14d66692fd1d21d10d8540b6218a548af8718']",['c174db7a6a9232c1427c2887f6583857f9ae5a20cc3660cc47a0627dab854405']
"Qual è il caso d'uso del sito pluristratificato di Torino, piazza San Carlo?",0.2,1.0,1.0,0.0931880846619606,2,"['b91a111ca7a0416904906b5ba37c756ccec7a62f8f970ecf721462a654e44fe0', '82e93529d5d248a8a38910e077ae0a8e1414a321c0a67788bfd7ed2ef4647aa0', 'cdc6f9c965cf0e7b0bd7bb462c54c9f58d87d2b3119c3ee1ab57f9d0fdd48e1e', 'db6e46ba925a17a3ab90a02ba9b091fbdb44dbeaaa02046976e834ad6ab25d9c', '99081755e637e40dcb9d112ec019dfd53c7987945d18b161d6008de2d89bcb89']",['b91a111ca7a0416904906b5ba37c756ccec7a62f8f970ecf721462a654e44fe0']
