question,precision@k,recall@k,mrr,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Come posso stampare la carta del rischio (VRD) in modo da includere più aree di rischio in una singola pagina?,0.2,1.0,0.5,0.22515138238668442,2,"['c5fa2db05abe3d0565b8372f38652b9653d3230b7ae88b310c3495ed52a361c3', '1a5047c43f73e3a811866b8dafd8513467ca99b4e21d6fc72a8ee72496f4cf12', 'ac7ab8add28d46bcd3961d3ce4af32f14dcf6e5368ee5f1b4aece8aff06c9b7a', '1019df724f2a78c9231135e79bb0502e02dbaca5ecc3216544f65dc7d92f04dc', '1f377c1768dbd865d31682da62060320752ca2965981ea5db0e538031ebb5ec5']",['1a5047c43f73e3a811866b8dafd8513467ca99b4e21d6fc72a8ee72496f4cf12']
Qual è il campo obbligatorio presente in ogni scheda del MOSI?,0.2,1.0,0.5,0.22515138238668442,2,"['e8bfec80e36394eb9141345777b4895eecf908b8a73f48f9b5e722521bb92b31', 'c6199765bc0be31f9dc61cae8c465fa2c9c8098a97e9fc1daf8a36c61f2f4cec', 'f71e6ca3ff5f69653edb6dacc5dc124cdbd1b4a7f845ec159302f2d504159d7e', '782ebd93b9edd41fab7f1c18f9114358a57c498bf9552ab986b49077cc49dc0a', '804bc68af27041c4f3f71fa1fe419b8ab21d6cb6f42fa0c34ae385f57d593df0']",['782ebd93b9edd41fab7f1c18f9114358a57c498bf9552ab986b49077cc49dc0a']
Come si avvia la georeferenziazione in QGIS per un raster caricato?,0.2,1.0,1.0,0.22515138238668442,2,"['af2ef0b237ac1c66a852ea8d46b82b4b8595d3ae9d775e5b4ea3f10fe8f8c078', 'f7543e984f7c5606a6e403627342d8c2c9d007c22e8b86bc1efb94641607c865', '23a270f46ca7787ba101a2744517ce4f6cba84a184af2e2f3a9835362e2e941b', 'e8ac9ba50cf4d546eb808b5c3a475bb224a75c23ef20d8f850d4846b387385e8', '0ee6450c1efaba2a57123eed1e3e7aa038f87e040b09bada6f07074854465d1d']",['0ee6450c1efaba2a57123eed1e3e7aa038f87e040b09bada6f07074854465d1d']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.22515138238668442,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604']",['a1fda984c8212ce6c4690c0eb0d3ef0240a2cbffd31a9bcddaf851e004e59176']
Quali sono le istruzioni per compilare il MOPR e inserire i dati nei layer collegati?,0.2,1.0,1.0,0.22515138238668442,2,"['455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc', 'c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110', '7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6', 'ed02055715b9190f54137b4a04f5ba744d9fcbcd242e1e0104b28535ab72e112', '251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea']",['7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6']
Quali sono i metodi di georeferenzazione descritti nel testo e quali sono le loro caratteristiche principali?,0.0,0.0,0.0,0.22515138238668442,2,"['923251ed120cad2d844ecbe56fa853f3f839e84af228d5f7fcd4ca3758942345', '55f9e483fee73f49fccd24eee519807bdd28c0a7736a9599db25d6ede177c204', 'a0482713836316b9f5314a6423d07153eead3e32ae637f0c7e5d3c29587790ec', '26c39232a29d8e81d70966122becd6d6c295a6e8b7da51467d673c6ca6eef564', '2c21880e57d05ed5b8225801eb2ba77481355083791b897957e7f1bcf1bc5604']",['dde4cbfb6d860aadc0cfba4ae50512001355a46355b79c15e1a1b88ff0a84012']
Qual è l'utilizzo del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.22515138238668442,2,"['b33b90ecde24024f747f284f696d2feeafdae7e1e078d4d0bced8452dc3e4fda', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'dfb9e3c8c40c9633438e030063761efcbe10792d4b5869a7c005327f84c18201', '9274bdce65da28b744d424c23bd05a3d1ed94bd98e9c5eb5c5e25f745bfac43a', 'f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f']",['a013f5cb4578f6a3ec2ce5a6fd8ac3386a667c783bc6e8f118b4ce5a4a450eb3']
Come si compila il MOSI nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.22515138238668442,2,"['c734caacd58a1ccaf3ff8fa855925c88245d2cb43a8a8d761e119d9a98ef67a7', '6c5c1af0567b412b3dd4ed657efe1820b14d74df1cd2a8d0101805ca1b658b4b', '079e8ea711ecf29ad67d0ba78e2e324c44d594f769dd5c0b11475ff3e4e8d1dd', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', 'cac6172a087154b6a2ef2f602ba3033b797e4e76d0bca3429857b3873d03efd3']",['2d86eadef31c15d82f5069431c7583c4ff73e0297f2a4c10c34f34296e661dca']
Quali sono i moduli che permettono di descrivere l'opera in progetto e l'area presa in esame per lo studio nel Geoportale Nazionale Archeologia?,0.2,1.0,0.3333333333333333,0.22515138238668442,2,"['4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40', '898b8222924978aa974bcc306e3528b8820e307de51fd6759fa6ee49ce5d5211', '2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe', '0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', '8dabae43ca1f849e2d365bca2596415935b5c51455e3fe452c1e9f33149a65ee']",['898b8222924978aa974bcc306e3528b8820e307de51fd6759fa6ee49ce5d5211']
Da quando le istruzioni operative descritte si applicano anche alle indagini archeologiche autorizzate o svolte dai Parchi archeologici autonomi e dalle Direzioni Regionali Musei?,0.2,1.0,1.0,0.22515138238668442,2,"['e4b2bbcf4e2b16ceea0fa686e1d4c4ac440d6960b6a6e37cf5b6681efa6d7b56', '18cfdc3a2929f8b18db1be9ca911445e164da80fc6d497d14c760e88f4e1c0f5', 'f9e09f615adce521776cf75ee5ac69611f48f9cba8643dd807efc36c456d11ed', 'c49be1259f20f1213cad9e9b261b41bc17f941cd62c773396f02d1e2fadc8114', '1839d48530b41164423fa8bbb1ffdf08fe876fb5489b6fbfa35b1703d62c3b20']",['c49be1259f20f1213cad9e9b261b41bc17f941cd62c773396f02d1e2fadc8114']
Come si inserisce la geometria in modo che il campo di collegamento ACCC risulti già compilato nella scheda MOSI?,0.2,1.0,1.0,0.22515138238668442,2,"['7bb896a551822ff6c650223163c626088cad6e0cf7f21b400c8a87fcdd6b103a', '82be296a4701ff5b7303f7cf16a5f18869ecd0831554c4be5b6b505cbbcac787', 'f470bdef4004630b6bde8ec73d4a98d7bb481b37fa11d45328fe525a94e4a286', '9cb7fbc33d2c59f09367be9c43e5e51e32c8685a4ddeb74148eb2c15f0594769', '804bc68af27041c4f3f71fa1fe419b8ab21d6cb6f42fa0c34ae385f57d593df0']",['f470bdef4004630b6bde8ec73d4a98d7bb481b37fa11d45328fe525a94e4a286']
Quali sono i due file necessari per lavorare alla raccolta dei dati nel Geoportale Nazionale Archeologia?,0.2,1.0,0.3333333333333333,0.22515138238668442,2,"['e603e24678e000c45596671f392a6af5c2d70afb1108cacd60da233581e211a2', '49dc127265a11ce5efc381b3cea4aef87da00ce650792a0a0d04f389f4244efd', '347611b33d76adb1305b3f34e616e566afeffc5ab00e6ee3dc2559d93c938207', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1']",['e603e24678e000c45596671f392a6af5c2d70afb1108cacd60da233581e211a2']
Come posso riutilizzare vecchi MOSI in un nuovo progetto nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.22515138238668442,2,"['c734caacd58a1ccaf3ff8fa855925c88245d2cb43a8a8d761e119d9a98ef67a7', '8d64cd4b8858d806e70371292278305f5b1852362397fd2705b303ce831d90b4', '66ca28275a4e2dc4b7c3d8ab8dcf145a00b38d952fe62c62389b788aaabac406', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019']",['830b11f0df62149799e2d4594ac111ff407f18dbed19fdd5f9466c2946e2be2d']
Quali sono le modalità per scaricare i dati pubblicati sul Geoportale Nazionale Archeologia?,0.2,1.0,1.0,0.22515138238668442,2,"['4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40', 'bdc44c358ef1c0cf4cda384c3043ae463db56db9c3710a2a525d2f2430ed3714', '7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '7c1faee000f162c2dc767ed10f3c699847caf138aa0a70e9d2f0d5ceb0137748']",['bdc44c358ef1c0cf4cda384c3043ae463db56db9c3710a2a525d2f2430ed3714']
Quali sono le avvertenze relative al livello di dettaglio del progetto?,0.0,0.0,0.0,0.22515138238668442,2,"['8dcf04df0b7d00b8e2fabc0336a1db7e0914fac31da281154e61c6331b1d0da5', 'ddf00b4d0d6b591d40d4cddf7c615f22deb752cc0089b946f0ef7eb8e4808e52', '27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a', 'ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423', 'f667f01b755bc783f19a92a2eb5e3ab40f1dea826121143a5be38ed5fc645da8']",['b79f1c6d98caf2306b1209ffa8e7b39d4518e20876e10ec1d94d7f8ef49645a2']
Come posso stampare la carta del potenziale?,0.0,0.0,0.0,0.22515138238668442,2,"['47f201159233233086956c5be0f3e87ab2eda07bc24d76c1d03584a2caf461c0', '020406b06b28cce7eb2b5a54be044b629940ee4e41b0ffefcc926fcd6910e321', '6c41ee58a667f121971f9ccf0a6cebe4b9d7fd512a9ab885876d09907dfb74b2', '1ad0f20f1abc76e1867282f2f20a0c7eaad5f184de04e33a4f88ca4038e1049f', '460e206e2737246604e6e0b0e5dcea0cf38bceec191e49681e5b2dc61247f57d']",['a44b57ee20c7ba33c26f56d5b14ac29f83ae3c819c750c3fe49d56dbfb5ac9e6']
Da quando le istruzioni operative descritte si applicano anche alle indagini archeologiche autorizzate o svolte dai Parchi archeologici autonomi e dalle Direzioni Regionali Musei?,0.2,1.0,0.5,0.22515138238668442,2,"['e4b2bbcf4e2b16ceea0fa686e1d4c4ac440d6960b6a6e37cf5b6681efa6d7b56', '18cfdc3a2929f8b18db1be9ca911445e164da80fc6d497d14c760e88f4e1c0f5', 'f9e09f615adce521776cf75ee5ac69611f48f9cba8643dd807efc36c456d11ed', 'c49be1259f20f1213cad9e9b261b41bc17f941cd62c773396f02d1e2fadc8114', '1839d48530b41164423fa8bbb1ffdf08fe876fb5489b6fbfa35b1703d62c3b20']",['e4b2bbcf4e2b16ceea0fa686e1d4c4ac440d6960b6a6e37cf5b6681efa6d7b56']
Quali sono le informazioni presenti nell'intestazione della carta del potenziale?,0.2,1.0,1.0,0.22515138238668442,2,"['2bfda06eb71a15ae5d3af2734713e4e02a4ea5eb43869a82a8b331ebdb0401a6', 'a44b57ee20c7ba33c26f56d5b14ac29f83ae3c819c750c3fe49d56dbfb5ac9e6', '47f201159233233086956c5be0f3e87ab2eda07bc24d76c1d03584a2caf461c0', '1ad0f20f1abc76e1867282f2f20a0c7eaad5f184de04e33a4f88ca4038e1049f', '460e206e2737246604e6e0b0e5dcea0cf38bceec191e49681e5b2dc61247f57d']",['2bfda06eb71a15ae5d3af2734713e4e02a4ea5eb43869a82a8b331ebdb0401a6']
Quali sono le informazioni contenute nel testo?,0.0,0.0,0.0,0.22515138238668442,2,"['c5b3b0c05b26696e5128155633607aa1fe6086dd7a6f23a9c9438091999964fe', '57e24ec1bec7bf55fc1c8b38a5f71f3b74a213470be0f25e0f62c13e3c365257', '2f51fdc36390a5cd67a2115f1fd019498cdcadb229f0ec90be01a9edb0c7667e', '1a2e1417f01e290b71b260e70cbd2cf04ab45d692c99f718f462e7eef1374a42', '85baba03b87739a5617b9936b2730f37397ad3514134177baceaa8cd31af75b3']",['09a4b6976bf658c20288671dd2e46f0f10ad3ae9c6aece586b1e7c89b18c5143']
Quali sono i diversi modi in cui i rinvenimenti possono essere rappresentati nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.22515138238668442,2,"['5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', '18d4227766ba7243b9e08eaa8280431ee5d5d9a1185aa8211f0ed4186aba82a0']",['3d73cd6194f1df91385d484278a731ab31551a7d7f9029ea920811aa1257fc83']
Qual è il numero minimo di punti non allineati tra loro necessari per la trasformazione polinomiale di secondo grado in QGIS?,0.2,1.0,0.3333333333333333,0.22515138238668442,2,"['cf82209ccfe3ba16416cb476334299d167c7b156500bdb3e72cab0801a6cec63', '4e081e6cf57d37d7fcf1ff2b2d6ec11bb3d24d4854019c4ec3e0c0c8d8db06f1', '46b3d702ef8b7c06a6aac0648e76d3e7c2c4e1217e65278eeb059c92496585e1', 'ee904f8a2c07d6726da507e11a4a490511db6a8a4fc0fe578c787893f893eb23', 'a7b756e4bbd6e51cc94085f936e53618496e50f41adfdd87af96b378a14426c1']",['ee904f8a2c07d6726da507e11a4a490511db6a8a4fc0fe578c787893f893eb23']
Come si compila il MOPR nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.22515138238668442,2,"['c734caacd58a1ccaf3ff8fa855925c88245d2cb43a8a8d761e119d9a98ef67a7', '6c5c1af0567b412b3dd4ed657efe1820b14d74df1cd2a8d0101805ca1b658b4b', '3ae504f98a39d0139ed9e37d400d88dcae71737c21afd1800d03c8ffcaf248d5', 'a65723124f538df1f5ffff2245217e8a95663daf5bd9f63d88f824e0a71443af', '4df3a35f91d34db04a742b177444dd2b7fa41176060b140a37e45b9316f44e87']",['e9c1cc18948c7cd42b1b3e0a35fa475b492712a88bbf7ee6c432fda960abd201']
Qual è il caso d'uso per un sito pluristratificato nel contesto di uno scavo archeologico?,0.2,1.0,0.2,0.13049788028001785,2,"['b4d95f5be000f541669c491d4412d01606d5b97bb3cecd83f9828bc09bf7f7b1', 'bde51ab31a320e1569a806b38d23c695e800ac5554af20e16c2cc82fe484718a', '82e93529d5d248a8a38910e077ae0a8e1414a321c0a67788bfd7ed2ef4647aa0', 'cdc6f9c965cf0e7b0bd7bb462c54c9f58d87d2b3119c3ee1ab57f9d0fdd48e1e', '9fc76dc92aadad25af50576dc0e0772b9ffddaaa19d00c7579409f89b0f83e55']",['82e93529d5d248a8a38910e077ae0a8e1414a321c0a67788bfd7ed2ef4647aa0']
Quali sono le istruzioni per utilizzare QGIS?,0.0,0.0,0.0,0.13049788028001785,2,"['3f388678466d42d4c3b8dbe732050bf12fcc52a92325d8b68a3a46642d3e884e', '7d3a1a5351c0cb761efd979c5709c09a374683959ac02eb937f6672f52d6b74a', 'c2a2e419c1086a4e5fe7615a1b12c557879673cb4a0f93825d94aa0e032f74df', '5ecef36c906a71074ba3a1f32c2dde7ff18f02298643950b33ee182ccb475e76', '9d11392985924ec4649ba075058195e09762d9dc8b2816ba7a37c0354af31414']",['2f51fdc36390a5cd67a2115f1fd019498cdcadb229f0ec90be01a9edb0c7667e']
Dove sono stati inseriti i dati non confluiti nel geopackage fornito col Template?,0.2,1.0,0.3333333333333333,0.13049788028001785,2,"['3f4b13951024b73e59b42ab58a144db4b2419bccaf5b205e12a1822f1e300a64', 'e67c9ecbe8fb7fcc9194c819c486e91e1010f31ea495acaa065a16156a1df4bc', 'f1fcc11446cea54e0bebf0b1438c2b64a78a2c89579f7afbab50036d767d2bbc', '0e9cc3ec95a362aa10c4b98c338e1be5997b3f40c32738b3f0fddb807ffaf3e1', '7f36fe1f7fd87a9380a97d17f63205edf451b41743962a9ee356c2dcd9159499']",['3f4b13951024b73e59b42ab58a144db4b2419bccaf5b205e12a1822f1e300a64']
Come si compilano le geometrie nel MOSI?,0.2,1.0,0.3333333333333333,0.13049788028001785,2,"['7bb896a551822ff6c650223163c626088cad6e0cf7f21b400c8a87fcdd6b103a', 'c4673f9f237fcfef802d9390d9b3a4dbf2e687541799b46f1d8ca5e276fd9405', '9cb7fbc33d2c59f09367be9c43e5e51e32c8685a4ddeb74148eb2c15f0594769', '804bc68af27041c4f3f71fa1fe419b8ab21d6cb6f42fa0c34ae385f57d593df0', '05242caa142726d8b874b1edf14851f8e1ab260edce890faed60b02f880f8d3a']",['9cb7fbc33d2c59f09367be9c43e5e51e32c8685a4ddeb74148eb2c15f0594769']
Quali sono i dati da inserire nei layer collegati per compilare il MOPR?,0.0,0.0,0.0,0.13049788028001785,2,"['c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110', '7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6', 'a65723124f538df1f5ffff2245217e8a95663daf5bd9f63d88f824e0a71443af', 'ed02055715b9190f54137b4a04f5ba744d9fcbcd242e1e0104b28535ab72e112', '251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea']",['f85a70116db8c0f571c3a6c0bbc548e208af15a81714ff7859bc21bf6b28df3f']
Qual è lo scopo del template GIS descritto nel testo?,0.2,1.0,1.0,0.13049788028001785,2,"['773fe1d7a7ce80466f3d12a305378d2bbfc2afcfefd69852cc2f5e2dde88683d', '2cdd4f2f7c69fc4fa9b7663de4b954716061e97c62925e8b90bbe43fedd9cda1', '016b785120290d70635d1cd5946ec65c7fe1430fdb56b0e65bc7655ad04014c2', 'e3b26a23b96ed88c95f10015e4a11ca84f9d8d2a7bc343ef452f3f2b127930e9', '88bc90289061bc6060aa0167bc177f4061a2d5882ea59277cbc241f19a399f14']",['016b785120290d70635d1cd5946ec65c7fe1430fdb56b0e65bc7655ad04014c2']
Quali sono le informazioni relative al Vocabolario DTR nel contesto del Geoportale Nazionale Archeologia?,0.2,1.0,1.0,0.13049788028001785,2,"['bcd3fcddc3424bb3a5a1c5b5956eaa711f8110f793d3013f1cd484216b903d9d', '3b14796d7d257593b36997c15bb3ccfd0552a8ee0eb0047bd1061a9727198df1', 'fa2c9ea9560edda70af04cf0a4a7137a5646260433e1d8218a86c520ec218bbf', '337c1e640184674663045c197874183a72c0e8e1b3821b4a50d773be0765d969', 'b90c3ce4973901be2bbb27644f56f23417c568ee852275dfe1c3bce36c1f1411']",['337c1e640184674663045c197874183a72c0e8e1b3821b4a50d773be0765d969']
Quali sono i vocabolari e gli strumenti terminologici utilizzati nel Geoportale Nazionale Archeologia?,0.2,1.0,1.0,0.13049788028001785,2,"['55f9e483fee73f49fccd24eee519807bdd28c0a7736a9599db25d6ede177c204', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '66ca28275a4e2dc4b7c3d8ab8dcf145a00b38d952fe62c62389b788aaabac406', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1']",['55f9e483fee73f49fccd24eee519807bdd28c0a7736a9599db25d6ede177c204']
Quali sono le chiavi del vocabolario GPBB e i relativi valori?,0.2,1.0,1.0,0.13049788028001785,2,"['c23cf4e5dcaf6e72f5603ce22be43c7e8560766db26261bc6cec14315bbbf5fd', '2c21880e57d05ed5b8225801eb2ba77481355083791b897957e7f1bcf1bc5604', '3bea4785f4226072a63aeca5ccff8fd8269d8ff0287fd1e912eaa2535fe1fc65', '6f00860f3514207cb3022132bf2558b71d59b0c41349eb0d5a66c5b7703563f6', '2d7e2367ead8a42db7d5945cc3532b0dd9b8a93878b74ec10938b02abd682097']",['2d7e2367ead8a42db7d5945cc3532b0dd9b8a93878b74ec10938b02abd682097']
