question,precision@k,recall@k,mrr,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Qual è il pulsante da cliccare per ottenere una schermata di QGIS con la simbologia ed etichettatura?,0.0,0.0,0.0,18.239861488342285,2,"['9269a8af27f07b55d7ea04116fdaee86db0a31368a5dd86858805680b9a6e31a', '721a8305c8c659d4f027ae2c4225e6f623a5602c77c8d9325b0480afd0ea785d', 'b764d49142e793d3d7be009ddaef9a6cd4e322a13dad717d32dc92570509f64d']",['e776a7b16a55d36c950b6f8bd1b5ce95c8afdc28db0b4bd9791256c40dc6f118']
Come posso georeferenziare un raster in QGIS e aggiungerlo a un GeoPackage?,0.0,0.0,0.0,26.177967309951782,2,[],['513aa03f925543788873f54c11ffb6a7e150d1d6b279a6f3b9ebe0b64ade7edd']
Qual è la struttura dei vocabolari nel progetto FOIF?,0.0,0.0,0.0,26.8422429561615,2,[],['f450791732c679bf6acc671ade850bacffb30ab3adbacbaeda5c2873fc99c72d']
Come si inviano i dati al Geoportale Nazionale Archeologia (GNA) dopo aver completato la fase di data-entry?,0.0,0.0,0.0,41.31291842460632,2,[],['7c1faee000f162c2dc767ed10f3c699847caf138aa0a70e9d2f0d5ceb0137748']
Come si accede alla maschera per compilare il MOSI nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,49.50161814689636,2,[],['9cb7fbc33d2c59f09367be9c43e5e51e32c8685a4ddeb74148eb2c15f0594769']
Quali sono le mappe di base precaricate nel progetto?,0.0,0.0,0.0,46.05347228050232,2,[],['1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019']
Come posso stampare i MOSI (Catalogo dei siti) dal Geoportale Nazionale Archeologia?,0.0,0.0,0.0,47.74787402153015,2,[],['701afd0cf06248f2e889786115cddfdba178f626949956d1de69ea725d03aaa6']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,17.91044545173645,2,"['1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', 'b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de']",['a7795b064090a510e23f4198c28e556cc664dd890ca21953e408521e2108f446']
Qual è la struttura dei vocabolari nel progetto?,0.0,0.0,0.0,45.5871205329895,2,[],['c23cf4e5dcaf6e72f5603ce22be43c7e8560766db26261bc6cec14315bbbf5fd']
Qual è il concetto di potenziale archeologico nel contesto della redazione della documentazione di valutazione archeologica?,0.0,0.0,0.0,44.868963956832886,2,[],['67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,46.91170072555542,2,[],['4f2a331b0f8073b2f482d24be9054c7453a7a8c7b6597de8ae9d25f8751a12a4']
Quali sono i passaggi per la georeferenziazione nel progetto?,0.0,0.0,0.0,46.47670841217041,2,[],['e4c9dd466eb640ea6e71b108ef40aa50d503fe0e55704db197931ea4af8075be']
"Quali sono le indicazioni utili all'attribuzione dei valori del rischio per il MOPR, come specificato nella Tabella 2 allegata alla circolare DG-ABAP del 22/12/2022, n. 53?",0.0,0.0,0.0,48.92965483665466,2,[],['bf7cb924d181fc6e2316bae3b91f0454b423d383e2f9fa9e89b2a92fb568065d']
Qual è il tipo di geometria del layer destinato a raccogliere i dati della ricognizione nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,47.74451041221619,2,[],['c4deb43b071317450b58c8f0e929e26d602dbf47d2e271456b2cf3ab21061a74']
Qual è la struttura dei vocabolari nel progetto GPT?,0.0,0.0,0.0,48.55388402938843,2,[],['e76bd91bd01c4d4fefde99d7b3964f5ba8f1d49788965f0bb56a4150810562b3']
Quali sono le istruzioni per compilare il MOPR nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,48.157538652420044,2,[],['e468f3c09ae2990d22f0dd850d5e18d3f3ef29fa47bd0032c83e9305a9da05ab']
Quali sono le fonti utilizzate per acquisire le perimetrazioni della fascia entro le 12 miglia e di quella entro le 24 miglia dalla costa?,0.0,0.0,0.0,65.3517644405365,2,[],['1231a4a87b1f499c47a2404bbb82e4d1c9f9dd59b39f2606092772383fc254a7']
Qual è la differenza tra OGD e OGT?,0.0,0.0,0.0,64.50422596931458,2,[],['12bb817084d2aa18fb0357dfb08a43d8bb55ea0a1f8b5b3ceb5051d455ac1966']
Qual è il campo obbligatorio del MOPR per la creazione del codice progetto (CPR)?,0.0,0.0,0.0,64.9114499092102,2,[],['e1550abf64f1fee96aede287c542c7731989ff4513e16dea41845546cacfe584']
Qual è la caratteristica intrinseca dell'area che viene rappresentata sulla carta descritta supra?,0.0,0.0,0.0,65.76854252815247,2,[],['6d87654859df775e9d97b245ded718ae31d9f8541ba55df66966ab0d9fa84b00']
Come posso creare un Authority file DSC in SiGECweb?,0.0,0.0,0.0,67.65191197395325,2,[],['4d12384461db859b9aa3c6daca293436a04d60805c0487832da20f68da8e2cb0']
"Qual è l'istruzione da inserire prima del testo nelle ""Brevi note su QGIS""?",0.0,0.0,0.0,67.26888465881348,2,[],['f17fd5d9efa75603abaf7c456c0cfc1a50919c0d31102571f09d3fe822c803da']
Qual è il primo passo per georeferenziare un PDF progettuale utilizzando QGIS?,0.0,0.0,0.0,69.86639833450317,2,[],['ed87627d23bb1e45f3fc33a1f6308c672dd8238d4ea0261ecfc943e4f6bf6f56']
Quali informazioni essenziali vengono stampate per ogni sito individuato nel catalogo dei siti?,0.0,0.0,0.0,69.45612525939941,2,[],['701afd0cf06248f2e889786115cddfdba178f626949956d1de69ea725d03aaa6']
Qual è la prima cosa da fare per iniziare il progetto?,0.0,0.0,0.0,69.08040738105774,2,[],['db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757']
Quali sono le chiavi e i valori del vocabolario CTG-OGT?,0.0,0.0,0.0,70.29523587226868,2,[],['62cdcaf396e5c664dcd87276b18ede4a52386def0e5c304d700128239f8b6e2e']
"Quali sono le responsabilità degli utenti riguardo al caricamento, alla trasformazione e all'utilizzo dei sistemi di riferimento nel Template di layer del Geoportale Nazionale Archeologia?",0.0,0.0,0.0,70.83768510818481,2,[],['27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a']
Quali sono le avvertenze relative al livello di dettaglio nel progetto del Geoportale Nazionale Archeologia?,0.0,0.0,0.0,73.60930228233337,2,[],['fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a']
Quali sono le fasi per utilizzare il Template per la redazione di una carta archeologica?,0.0,0.0,0.0,80.9762933254242,2,[],['9ccae71017d6e6872b28a9d09e13e6b70fcabc3574a9c18053d8ac9d9df09a43']
Qual è il vantaggio del Geoportale Nazionale Archeologia (GNA) nell'utilizzo di un vocabolario DTR insieme a un riferimento bibliografico/fonte autorevole?,0.0,0.0,0.0,79.26647639274597,2,[],['b90c3ce4973901be2bbb27644f56f23417c568ee852275dfe1c3bce36c1f1411']
Quali sono i campi che il sistema propone automaticamente di compilare all'inserimento di una geometria nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,80.38587951660156,2,[],['6fcd41c836d8925a2797f4bdcb91276128613e88d6035a20b06492e33c16fae4']
Qual è la differenza tra la cartografia WMS prima e dopo la modifica?,0.0,0.0,0.0,87.6238968372345,2,[],['8475901427f05ca024f1ece6fc26d73eaf656a59262ec3d9f1c0b0deeb97716a']
Quali elementi devono essere rappresentati come punti nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,91.40978360176086,2,[],['29b181f6e4cb575fad5595e8343eb39e9e6858189ada2faf577eba0c8fe86e1d']
Quali sono i campi e i sottocampi del MOPR da compilare nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,87.6238968372345,2,[],['2677723c624af1f827ee7426e04161c1435a4bd73c6c424e31d9280d8c3af104']
Quali sono le precauzioni da prendere prima di creare un layer MOSI negativo?,0.0,0.0,0.0,92.69152879714966,2,[],['a977a7c68fb6e414bd309b968b1a70e611bc189112067ee6e01ca3e21ea59693']
Come posso stampare i dati di un MOSI (Catalogo dei siti) dal Geoportale Nazionale Archeologia?,0.0,0.0,0.0,91.79945611953735,2,[],['53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f']
Quali sono i campi e i sottocampi del MOSI per la compilazione del potenziale archeologico e del rischio relativo?,0.0,0.0,0.0,92.2681839466095,2,[],['dcb5e901abe027ed1b72a141fd5f4e50dfb0e6aad9573d51ee142c4e1ac06d20']
Qual è l'applicazione specifica dell'archivio digitale ottenuto dalla digitalizzazione dell'archivio di provenienza?,0.0,0.0,0.0,93.32684540748596,2,[],['a013f5cb4578f6a3ec2ce5a6fd8ac3386a667c783bc6e8f118b4ce5a4a450eb3']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,93.73761534690857,2,[],['4f2a331b0f8073b2f482d24be9054c7453a7a8c7b6597de8ae9d25f8751a12a4']
Qual è l'obiettivo della versione 1.4.2 del Geoportale Nazionale Archeologia (GNA) per quanto riguarda la registrazione dei riferimenti cronologici?,0.0,0.0,0.0,97.83773946762085,2,[],['bcd3fcddc3424bb3a5a1c5b5956eaa711f8110f793d3013f1cd484216b903d9d']
Quali informazioni aggiuntive è possibile inserire nel campo GEN (Note) per dettagliare la base cartografica di riferimento?,0.0,0.0,0.0,104.0964424610138,2,[],['ad8c66a3b0db0c96189b6966eebf3a2f2f31314966604bb213643d51a96dda11']
Quali sono le indicazioni utili all'attribuzione dei valori del rischio per il MOPR?,0.0,0.0,0.0,112.35245060920715,2,[],['bf7cb924d181fc6e2316bae3b91f0454b423d383e2f9fa9e89b2a92fb568065d']
Quali sono le attività archeologiche previste dalle istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,113.1930661201477,2,[],['5adb6c1e6211f68d73c5c39b9686174d6066b75ddda6547d944f9f5fe9f89fb3']
Quali sono i due layer predisposti per accogliere ipotesi ricostruttive nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,113.71488499641418,2,[],['09a4b6976bf658c20288671dd2e46f0f10ad3ae9c6aece586b1e7c89b18c5143']
Qual è il modo per inserire informazioni esterne all'area del MOPR nel sistema del GNA utilizzando schede MOSI?,0.0,0.0,0.0,114.1293592453003,2,[],['4885cfba596c32b6501f9a10492e322b789a10a20196d7c67e52a6bbb5c212ab']
Quali sono le mappe di base precaricate nel progetto?,0.0,0.0,0.0,123.58099913597107,2,[],['1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019']
Qual è il campo obbligatorio presente in ogni scheda del MOSI?,0.0,0.0,0.0,122.87223887443542,2,[],['05242caa142726d8b874b1edf14851f8e1ab260edce890faed60b02f880f8d3a']
Quali sono le informazioni minime che devono essere contenute nel Data Set di Contesto (DSC) per il conferimento al GNA delle ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,124.06704330444336,2,[],['aaa73899349a502bc92122a0e052a917e6b1c9465de08ba8287610021d19d55b']
Quali sono i formati di file raster che è possibile georeferenziare in QGIS?,0.0,0.0,0.0,125.4288125038147,2,[],['513aa03f925543788873f54c11ffb6a7e150d1d6b279a6f3b9ebe0b64ade7edd']
Quali sono le avvertenze da considerare per il progetto?,0.0,0.0,0.0,125.4288125038147,2,[],['24dad1e46a6e3d2c3b7c7a90ebee7874073a0a533c25106fd02c802a146a1f07']
Quali sono le proprietà del progetto che devono essere settate per evitare errori nelle misurazioni?,0.0,0.0,0.0,124.6153404712677,2,[],['9e6e21aba32bc0c87b24e2d155fe1b1a02c919a0e43de01dbd9995d43b58bced']
Come posso riutilizzare vecchi MOSI nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,127.85283970832825,2,[],['c3abcebe30fcccd9bf2d9d02db7ace40c35e44e14cf0ee2329f0c3af2ab173a6']
Quali sono i dati specifici del campo RCG multipolygon?,0.0,0.0,0.0,131.00675415992737,2,[],['c36136704fffcc5462e8f27c9cadf43ce28ad30042ab1395a919982ecf4df9d9']
"Quali sono le informazioni contenute nelle ""Istruzioni operative"" relative alle ricerche archeologiche dirette dal Ministero della Cultura e al loro conferimento al GNA?",0.0,0.0,0.0,136.9765932559967,2,[],['a1fda984c8212ce6c4690c0eb0d3ef0240a2cbffd31a9bcddaf851e004e59176']
Quali sono i casi d'uso per l'inserimento di schede MOSI esterni all'area del MOPR?,0.0,0.0,0.0,137.48241639137268,2,[],['4885cfba596c32b6501f9a10492e322b789a10a20196d7c67e52a6bbb5c212ab']
Quali sono le informazioni da inserire nel campo VRPV del layer VRP quando si compila il MOPR?,0.0,0.0,0.0,138.03334951400757,2,[],['6c5c1af0567b412b3dd4ed657efe1820b14d74df1cd2a8d0101805ca1b658b4b']
Da dove derivano i dati alfanumerici legati al posizionamento sulla mappa precaricati sul Template del progetto?,0.0,0.0,0.0,138.6027693748474,2,[],['eedfc5584b2f0888a8bcb32faf90083cbf937a5fa95f2fcefc368ad37d66f37d']
Qual è l'applicazione specifica dell'archivio digitale ottenuto dalla digitalizzazione dell'archivio di provenienza?,0.0,0.0,0.0,143.6560342311859,2,[],['a013f5cb4578f6a3ec2ce5a6fd8ac3386a667c783bc6e8f118b4ce5a4a450eb3']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,145.48101806640625,2,[],['956804ce542b9995085efb22d6dd2a854418f5d0129ce2c50a65dba579a4d827']
Quali sono le chiavi e i valori del vocabolario CTG-OGT?,0.0,0.0,0.0,148.15830302238464,2,[],['62cdcaf396e5c664dcd87276b18ede4a52386def0e5c304d700128239f8b6e2e']
Come posso stampare la carta del rischio (VRD) e personalizzare il titolo con dati aggiuntivi o sostitutivi?,0.0,0.0,0.0,148.68532824516296,2,[],['bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3']
Qual è la relazione tra i vocabolari e i valori nel contesto del progetto?,0.0,0.0,0.0,149.91353917121887,2,[],['996c45a88f9c1b09555b03c1160261c7d24d6e4a99de641fe76e43b4890ba316']
Come posso stampare un MOPR in un progetto sovracomunale in QGIS?,0.0,0.0,0.0,149.3784065246582,2,[],['c321a5c41e27d11634f13ab01df894043bbc2378d6af6ce4e708540a86b2edd5']
Quali sono i campi obbligatori precompilati nel MOPR?,0.0,0.0,0.0,152.31055855751038,2,[],['d386efa37566589a0e0dd4b2ff88ad3268363f7ddaf1e0794b0485520e3094de']
Qual è la struttura dei vocabolari nel progetto?,0.0,0.0,0.0,155.35293817520142,2,[],['2efe233c5448d9359d2562614f11b046ed548af6dbf3e0062a146d5f26a8269a']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,160.99779224395752,2,[],['e1cfe6b2bbab85b4b34b51144086ac32bd8e5b3740b440032cdb06d240c6e4ef']
Quale è l'applicazione specifica del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,162.4501392841339,2,[],['88bc90289061bc6060aa0167bc177f4061a2d5882ea59277cbc241f19a399f14']
Come si aggiungono pagine nel mezzo di un report di stampa nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,161.47635459899902,2,[],['f1f5e41eb08870afefa4c000efc004f27cf7e0a6470c47c738cc0870dec2f8d7']
Qual è il limite di caratteri per la compilazione del MOSI nei documenti di valutazione archeologica?,0.0,0.0,0.0,162.0215184688568,2,[],['7bb896a551822ff6c650223163c626088cad6e0cf7f21b400c8a87fcdd6b103a']
Qual è il significato del layer del template GIS denominato MOPR nel contesto delle istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,148.89234733581543,2,[],['8f1f40618a8a1c676ac746ade3c319356ec7d3d38decfca3e3650867c8510383']
Quali sono le sezioni del manuale operativo del Geoportale Nazionale Archeologia (GNA) che trattano la stampa delle mappe?,0.0,0.0,0.0,170.9411175251007,2,[],['e937adbd1fcd496fb4a8955b7b5baaec34fbf3167c947a867b59ac1fcc789747']
Quali sono le chiavi del vocabolario AMA?,0.0,0.0,0.0,171.33930683135986,2,[],['0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,171.744966506958,2,[],['e1cfe6b2bbab85b4b34b51144086ac32bd8e5b3740b440032cdb06d240c6e4ef']
"Quali sono le sezioni principali delle ""Brevi note su QGIS""?",0.0,0.0,0.0,172.16974306106567,2,[],['63a925be0d361fb5c0ee9859236868d4b7f192505b6ac108e1f5bb24e5581be1']
Quali sono i dati che devono essere inseriti nei layer collegati per compilare il MOPR?,0.0,0.0,0.0,172.55987095832825,2,[],['2b7db47ba2a71ca574b438982f9ef2ba9f849388744f4ac59a908a4411b0efc6']
Qual è l'utilizzo del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,172.96765518188477,2,[],['dc3350ab8f6fe8dabc65e51e6b4a66f4be6a3e3a86c7d44a9abf98f955e8fe98']
Quali sono i dati necessari per stampare il MOPR?,0.0,0.0,0.0,178.52156376838684,2,[],['4ddb9f5f099b1c589b40f1e27522279b960cf63c2e029703c59249ffe0c1eea3']
Come posso caricare un file DWG/DXF in QGIS?,0.0,0.0,0.0,178.97756838798523,2,[],['3ee3ed64138770cbd65b7ea9939678c13045d66f77e5b2a938e4abc4f6cde514']
Quali sono i casi d'uso per la gestione di diversi rinvenimenti in una necropoli o un insediamento?,0.0,0.0,0.0,179.8719346523285,2,[],['99081755e637e40dcb9d112ec019dfd53c7987945d18b161d6008de2d89bcb89']
Qual è la struttura dei vocabolari nel progetto?,0.0,0.0,0.0,180.22615122795105,2,[],['c23cf4e5dcaf6e72f5603ce22be43c7e8560766db26261bc6cec14315bbbf5fd']
